source	transformation	target
Daniel dreams	sem	dream ( daniel )
Ynez knows Thomas	sem	know ( ynez , thomas )
Thomas by Ron knows Thomas	sem	 know ( thomas , thomas ) & by ( thomas , ron ) 
Ynez behind Isla knows herself	sem	 know ( ynez , ynez ) & behind ( ynez , isla ) 
Henry beside Claire believes Kate	sem	 believe ( henry , kate ) & beside ( henry , claire ) 
Isla by Daniel sleeps	sem	 sleep ( isla ) & by ( isla , daniel ) 
Grace behind Xavier dances	sem	 dance ( grace ) & behind ( grace , xavier ) 
Willow near Zack sings	sem	 sing ( willow ) & near ( willow , zack ) 
John knows Ursa	sem	know ( john , ursa )
Isla by Ellie sees Ynez	sem	 see ( isla , ynez ) & by ( isla , ellie ) 
Isla behind Bob meets Daniel	sem	 meet ( isla , daniel ) & behind ( isla , bob ) 
Claire hears herself	sem	hear ( claire , claire )
Ron beside John believes Grace	sem	 believe ( ron , grace ) & beside ( ron , john ) 
Frank meets Grace	sem	meet ( frank , grace )
Henry hears Peter	sem	hear ( henry , peter )
Olivia beside Isla believes herself	sem	 believe ( olivia , olivia ) & beside ( olivia , isla ) 
Daniel hears himself	sem	hear ( daniel , daniel )
Willow behind Ron meets Zack	sem	 meet ( willow , zack ) & behind ( willow , ron ) 
John hears Mary	sem	hear ( john , mary )
Ellie behind Xavier knows Xavier	sem	 know ( ellie , xavier ) & behind ( ellie , xavier ) 
Peter by Henry dances	sem	 dance ( peter ) & by ( peter , henry ) 
Willow sees Henry	sem	see ( willow , henry )
Claire near Henry sings	sem	 sing ( claire ) & near ( claire , henry ) 
Claire sleeps	sem	sleep ( claire )
Ursa runs	sem	run ( ursa )
Henry hears himself	sem	hear ( henry , henry )
Ursa near Claire runs	sem	 run ( ursa ) & near ( ursa , claire ) 
Zack hears Henry	sem	hear ( zack , henry )
Xavier knows Ynez	sem	know ( xavier , ynez )
Leo sleeps	sem	sleep ( leo )
Henry believes Ursa	sem	believe ( henry , ursa )
Frank by Ron believes himself	sem	 believe ( frank , frank ) & by ( frank , ron ) 
Frank sleeps	sem	sleep ( frank )
Thomas sleeps	sem	sleep ( thomas )
Grace believes Thomas	sem	believe ( grace , thomas )
Daniel sees Zack	sem	see ( daniel , zack )
Quinn hears herself	sem	hear ( quinn , quinn )
Xavier behind Bob dances	sem	 dance ( xavier ) & behind ( xavier , bob ) 
Willow beside Ned dreams	sem	 dream ( willow ) & beside ( willow , ned ) 
Ynez beside Leo hears Frank	sem	 hear ( ynez , frank ) & beside ( ynez , leo ) 
Ynez by Willow dances	sem	 dance ( ynez ) & by ( ynez , willow ) 
Ellie behind Ynez meets Leo	sem	 meet ( ellie , leo ) & behind ( ellie , ynez ) 
Ned by Ron sees Isla	sem	 see ( ned , isla ) & by ( ned , ron ) 
Mary by Frank runs	sem	 run ( mary ) & by ( mary , frank ) 
Victor by Ellie hears Thomas	sem	 hear ( victor , thomas ) & by ( victor , ellie ) 
Xavier meets himself	sem	meet ( xavier , xavier )
Ursa near Xavier sees Henry	sem	 see ( ursa , henry ) & near ( ursa , xavier ) 
Grace behind Thomas believes herself	sem	 believe ( grace , grace ) & behind ( grace , thomas ) 
Xavier near Sarah dances	sem	 dance ( xavier ) & near ( xavier , sarah ) 
Ursa beside Grace knows herself	sem	 know ( ursa , ursa ) & beside ( ursa , grace ) 
Quinn knows Leo	sem	know ( quinn , leo )
Sarah near Ned sees Willow	sem	 see ( sarah , willow ) & near ( sarah , ned ) 
Victor near Olivia runs	sem	 run ( victor ) & near ( victor , olivia ) 
Olivia believes herself	sem	believe ( olivia , olivia )
Claire behind Ned dances	sem	 dance ( claire ) & behind ( claire , ned ) 
Ursa meets Quinn	sem	meet ( ursa , quinn )
Thomas hears himself	sem	hear ( thomas , thomas )
Sarah sees Grace	sem	see ( sarah , grace )
John by Xavier sees himself	sem	 see ( john , john ) & by ( john , xavier ) 
John hears Ron	sem	hear ( john , ron )
John by Daniel sees Isla	sem	 see ( john , isla ) & by ( john , daniel ) 
Willow knows herself	sem	know ( willow , willow )
Henry sees himself	sem	see ( henry , henry )
Kate near Bob believes Ynez	sem	 believe ( kate , ynez ) & near ( kate , bob ) 
Victor runs	sem	run ( victor )
Ellie behind Isla knows Xavier	sem	 know ( ellie , xavier ) & behind ( ellie , isla ) 
Olivia meets herself	sem	meet ( olivia , olivia )
Zack behind Grace meets Quinn	sem	 meet ( zack , quinn ) & behind ( zack , grace ) 
Xavier hears Frank	sem	hear ( xavier , frank )
Mary near Bob hears herself	sem	 hear ( mary , mary ) & near ( mary , bob ) 
Ynez meets Claire	sem	meet ( ynez , claire )
Henry sees himself	sem	see ( henry , henry )
Leo by Kate sees himself	sem	 see ( leo , leo ) & by ( leo , kate ) 
Kate by Thomas runs	sem	 run ( kate ) & by ( kate , thomas ) 
Leo behind Zack believes himself	sem	 believe ( leo , leo ) & behind ( leo , zack ) 
Ned beside Henry believes Zack	sem	 believe ( ned , zack ) & beside ( ned , henry ) 
Daniel behind Ynez hears himself	sem	 hear ( daniel , daniel ) & behind ( daniel , ynez ) 
Olivia by Daniel runs	sem	 run ( olivia ) & by ( olivia , daniel ) 
Daniel behind Willow runs	sem	 run ( daniel ) & behind ( daniel , willow ) 
Kate knows herself	sem	know ( kate , kate )
Ellie meets Frank	sem	meet ( ellie , frank )
Henry sleeps	sem	sleep ( henry )
Ron sees Grace	sem	see ( ron , grace )
Ynez runs	sem	run ( ynez )
Claire near Grace sings	sem	 sing ( claire ) & near ( claire , grace ) 
Ron dreams	sem	dream ( ron )
Mary behind Ynez hears herself	sem	 hear ( mary , mary ) & behind ( mary , ynez ) 
Ursa hears Ursa	sem	hear ( ursa , ursa )
Ursa behind Kate runs	sem	 run ( ursa ) & behind ( ursa , kate ) 
Xavier meets Daniel	sem	meet ( xavier , daniel )
Peter near Isla believes Ned	sem	 believe ( peter , ned ) & near ( peter , isla ) 
Ned by Alice runs	sem	 run ( ned ) & by ( ned , alice ) 
Mary meets Leo	sem	meet ( mary , leo )
Mary hears Ursa	sem	hear ( mary , ursa )
Peter near Olivia sings	sem	 sing ( peter ) & near ( peter , olivia ) 
Ron by Zack meets himself	sem	 meet ( ron , ron ) & by ( ron , zack ) 
Claire sleeps	sem	sleep ( claire )
Alice by Xavier sees herself	sem	 see ( alice , alice ) & by ( alice , xavier ) 
Thomas runs	sem	run ( thomas )
Quinn behind Ynez dreams	sem	 dream ( quinn ) & behind ( quinn , ynez ) 
Leo by Ynez meets Zack	sem	 meet ( leo , zack ) & by ( leo , ynez ) 
Daniel hears Isla	sem	hear ( daniel , isla )
Frank dances	sem	dance ( frank )
Daniel runs	sem	run ( daniel )
Claire sleeps	sem	sleep ( claire )
Leo behind Isla sleeps	sem	 sleep ( leo ) & behind ( leo , isla ) 
Victor by Ron meets Leo	sem	 meet ( victor , leo ) & by ( victor , ron ) 
Claire beside Willow believes Xavier	sem	 believe ( claire , xavier ) & beside ( claire , willow ) 
Isla dances	sem	dance ( isla )
Ellie hears Ynez	sem	hear ( ellie , ynez )
Ron by Mary dances	sem	 dance ( ron ) & by ( ron , mary ) 
Xavier sleeps	sem	sleep ( xavier )
Leo near Isla knows Willow	sem	 know ( leo , willow ) & near ( leo , isla ) 
Isla behind Henry knows herself	sem	 know ( isla , isla ) & behind ( isla , henry ) 
Ron knows Leo	sem	know ( ron , leo )
Olivia dreams	sem	dream ( olivia )
Sarah hears Leo	sem	hear ( sarah , leo )
Ned near Ned knows Ned	sem	 know ( ned , ned ) & near ( ned , ned ) 
Grace behind Ron meets Willow	sem	 meet ( grace , willow ) & behind ( grace , ron ) 
Ellie sings	sem	sing ( ellie )
Peter sings	sem	sing ( peter )
Alice beside Claire meets Victor	sem	 meet ( alice , victor ) & beside ( alice , claire ) 
Henry by Henry sings	sem	 sing ( henry ) & by ( henry , henry ) 
Claire near Ynez meets Claire	sem	 meet ( claire , claire ) & near ( claire , ynez ) 
Ellie behind Quinn sings	sem	 sing ( ellie ) & behind ( ellie , quinn ) 
Henry sings	sem	sing ( henry )
Mary believes herself	sem	believe ( mary , mary )
Quinn meets Zack	sem	meet ( quinn , zack )
Xavier knows himself	sem	know ( xavier , xavier )
Xavier near Frank meets Ron	sem	 meet ( xavier , ron ) & near ( xavier , frank ) 
Ron behind Henry dances	sem	 dance ( ron ) & behind ( ron , henry ) 
Quinn meets Grace	sem	meet ( quinn , grace )
Ellie by Frank sleeps	sem	 sleep ( ellie ) & by ( ellie , frank ) 
Kate near Mary runs	sem	 run ( kate ) & near ( kate , mary ) 
Willow beside Sarah knows Ron	sem	 know ( willow , ron ) & beside ( willow , sarah ) 
Claire by Ursa hears Victor	sem	 hear ( claire , victor ) & by ( claire , ursa ) 
John by Ursa runs	sem	 run ( john ) & by ( john , ursa ) 
Victor by John meets himself	sem	 meet ( victor , victor ) & by ( victor , john ) 
Isla behind Victor sees herself	sem	 see ( isla , isla ) & behind ( isla , victor ) 
Ned behind Xavier believes Zack	sem	 believe ( ned , zack ) & behind ( ned , xavier ) 
Grace knows herself	sem	know ( grace , grace )
Claire near Kate knows Daniel	sem	 know ( claire , daniel ) & near ( claire , kate ) 
Frank behind Ellie knows himself	sem	 know ( frank , frank ) & behind ( frank , ellie ) 
Ynez sees herself	sem	see ( ynez , ynez )
Thomas meets Ursa	sem	meet ( thomas , ursa )
Bob near Sarah believes Peter	sem	 believe ( bob , peter ) & near ( bob , sarah ) 
Ynez beside Frank runs	sem	 run ( ynez ) & beside ( ynez , frank ) 
Xavier behind Ynez dances	sem	 dance ( xavier ) & behind ( xavier , ynez ) 
Ron behind Peter sees himself	sem	 see ( ron , ron ) & behind ( ron , peter ) 
John dances	sem	dance ( john )
Henry by Zack meets John	sem	 meet ( henry , john ) & by ( henry , zack ) 
Alice runs	sem	run ( alice )
Mary hears herself	sem	hear ( mary , mary )
Ron by John sings	sem	 sing ( ron ) & by ( ron , john ) 
Claire near Willow sees herself	sem	 see ( claire , claire ) & near ( claire , willow ) 
Frank beside Xavier meets Ellie	sem	 meet ( frank , ellie ) & beside ( frank , xavier ) 
Alice believes Kate	sem	believe ( alice , kate )
Peter near Ellie knows Henry	sem	 know ( peter , henry ) & near ( peter , ellie ) 
Ynez runs	sem	run ( ynez )
Grace near Frank sleeps	sem	 sleep ( grace ) & near ( grace , frank ) 
Mary sees herself	sem	see ( mary , mary )
Peter behind Sarah hears Isla	sem	 hear ( peter , isla ) & behind ( peter , sarah ) 
Leo by Ursa meets himself	sem	 meet ( leo , leo ) & by ( leo , ursa ) 
Henry sees Ynez	sem	see ( henry , ynez )
John beside John meets Grace	sem	 meet ( john , grace ) & beside ( john , john ) 
Olivia near Ron knows herself	sem	 know ( olivia , olivia ) & near ( olivia , ron ) 
Ursa hears Ned	sem	hear ( ursa , ned )
Alice behind Henry runs	sem	 run ( alice ) & behind ( alice , henry ) 
Ellie behind Bob dances	sem	 dance ( ellie ) & behind ( ellie , bob ) 
Alice near Claire believes Alice	sem	 believe ( alice , alice ) & near ( alice , claire ) 
Claire behind Victor dreams	sem	 dream ( claire ) & behind ( claire , victor ) 
Ursa behind Olivia dances	sem	 dance ( ursa ) & behind ( ursa , olivia ) 
Xavier meets Frank	sem	meet ( xavier , frank )
Xavier behind Alice sees Leo	sem	 see ( xavier , leo ) & behind ( xavier , alice ) 
John sleeps	sem	sleep ( john )
Peter sees Xavier	sem	see ( peter , xavier )
John behind Xavier runs	sem	 run ( john ) & behind ( john , xavier ) 
Leo beside Peter hears Kate	sem	 hear ( leo , kate ) & beside ( leo , peter ) 
Peter by Daniel sees Ned	sem	 see ( peter , ned ) & by ( peter , daniel ) 
Claire by Olivia meets Sarah	sem	 meet ( claire , sarah ) & by ( claire , olivia ) 
Peter knows himself	sem	know ( peter , peter )
Quinn near Ursa meets herself	sem	 meet ( quinn , quinn ) & near ( quinn , ursa ) 
Peter runs	sem	run ( peter )
Xavier by Ron sleeps	sem	 sleep ( xavier ) & by ( xavier , ron ) 
Xavier hears Claire	sem	hear ( xavier , claire )
Ned meets himself	sem	meet ( ned , ned )
Frank dreams	sem	dream ( frank )
Isla dreams	sem	dream ( isla )
Ron hears Ynez	sem	hear ( ron , ynez )
Alice sings	sem	sing ( alice )
Quinn behind Kate meets Ynez	sem	 meet ( quinn , ynez ) & behind ( quinn , kate ) 
Ursa by Bob meets herself	sem	 meet ( ursa , ursa ) & by ( ursa , bob ) 
Olivia meets Ellie	sem	meet ( olivia , ellie )
Frank believes Grace	sem	believe ( frank , grace )
Willow hears herself	sem	hear ( willow , willow )
Ursa believes Henry	sem	believe ( ursa , henry )
Ursa by Henry hears Thomas	sem	 hear ( ursa , thomas ) & by ( ursa , henry ) 
Zack sings	sem	sing ( zack )
Thomas near Ellie sees himself	sem	 see ( thomas , thomas ) & near ( thomas , ellie ) 
Ynez hears Victor	sem	hear ( ynez , victor )
Willow sings	sem	sing ( willow )
Claire sleeps	sem	sleep ( claire )
Ned behind Olivia dreams	sem	 dream ( ned ) & behind ( ned , olivia ) 
Thomas believes Ellie	sem	believe ( thomas , ellie )
Bob hears John	sem	hear ( bob , john )
Willow near Xavier runs	sem	 run ( willow ) & near ( willow , xavier ) 
Olivia sleeps	sem	sleep ( olivia )
Ron near Willow dances	sem	 dance ( ron ) & near ( ron , willow ) 
Xavier by Ned sleeps	sem	 sleep ( xavier ) & by ( xavier , ned ) 
Daniel meets Thomas	sem	meet ( daniel , thomas )
Ron believes Leo	sem	believe ( ron , leo )
Mary beside Daniel believes herself	sem	 believe ( mary , mary ) & beside ( mary , daniel ) 
Quinn near Ron sees Victor	sem	 see ( quinn , victor ) & near ( quinn , ron ) 
Ynez behind John dances	sem	 dance ( ynez ) & behind ( ynez , john ) 
Ynez beside John sings	sem	 sing ( ynez ) & beside ( ynez , john ) 
Sarah by Ellie believes herself	sem	 believe ( sarah , sarah ) & by ( sarah , ellie ) 
Ursa behind John sees Quinn	sem	 see ( ursa , quinn ) & behind ( ursa , john ) 
Olivia sings	sem	sing ( olivia )
Alice knows Grace	sem	know ( alice , grace )
Peter runs	sem	run ( peter )
Sarah sleeps	sem	sleep ( sarah )
Ynez sleeps	sem	sleep ( ynez )
Olivia dreams	sem	dream ( olivia )
Isla near Claire dances	sem	 dance ( isla ) & near ( isla , claire ) 
John runs	sem	run ( john )
Kate sees Henry	sem	see ( kate , henry )
Thomas behind Olivia knows Henry	sem	 know ( thomas , henry ) & behind ( thomas , olivia ) 
Ned beside Isla sees himself	sem	 see ( ned , ned ) & beside ( ned , isla ) 
Olivia sings	sem	sing ( olivia )
Zack believes himself	sem	believe ( zack , zack )
Bob by Frank meets Quinn	sem	 meet ( bob , quinn ) & by ( bob , frank ) 
Bob beside Bob meets Peter	sem	 meet ( bob , peter ) & beside ( bob , bob ) 
Henry near Mary sings	sem	 sing ( henry ) & near ( henry , mary ) 
Henry near Victor meets himself	sem	 meet ( henry , henry ) & near ( henry , victor ) 
Victor by Daniel meets himself	sem	 meet ( victor , victor ) & by ( victor , daniel ) 
Ursa runs	sem	run ( ursa )
Ellie behind Alice runs	sem	 run ( ellie ) & behind ( ellie , alice ) 
Victor sees Ursa	sem	see ( victor , ursa )
Grace believes Ron	sem	believe ( grace , ron )
Claire hears Quinn	sem	hear ( claire , quinn )
Xavier hears Sarah	sem	hear ( xavier , sarah )
Victor beside Leo sees himself	sem	 see ( victor , victor ) & beside ( victor , leo ) 
Alice believes Henry	sem	believe ( alice , henry )
Olivia by Alice hears Xavier	sem	 hear ( olivia , xavier ) & by ( olivia , alice ) 
Henry runs	sem	run ( henry )
Sarah dreams	sem	dream ( sarah )
Daniel dances	sem	dance ( daniel )
Isla near Peter dreams	sem	 dream ( isla ) & near ( isla , peter ) 
Ron hears Ellie	sem	hear ( ron , ellie )
Daniel behind Willow believes himself	sem	 believe ( daniel , daniel ) & behind ( daniel , willow ) 
Willow meets Grace	sem	meet ( willow , grace )
Leo sees Daniel	sem	see ( leo , daniel )
Alice believes herself	sem	believe ( alice , alice )
Quinn by Alice dances	sem	 dance ( quinn ) & by ( quinn , alice ) 
Quinn meets Olivia	sem	meet ( quinn , olivia )
Leo knows Peter	sem	know ( leo , peter )
Zack beside Isla runs	sem	 run ( zack ) & beside ( zack , isla ) 
Ellie by Claire dreams	sem	 dream ( ellie ) & by ( ellie , claire ) 
Sarah near Ursa sees herself	sem	 see ( sarah , sarah ) & near ( sarah , ursa ) 
Frank believes himself	sem	believe ( frank , frank )
Xavier knows Ron	sem	know ( xavier , ron )
Leo believes himself	sem	believe ( leo , leo )
Peter knows himself	sem	know ( peter , peter )
Zack meets himself	sem	meet ( zack , zack )
Victor beside Ellie meets Leo	sem	 meet ( victor , leo ) & beside ( victor , ellie ) 
Grace sleeps	sem	sleep ( grace )
Ursa behind Mary knows herself	sem	 know ( ursa , ursa ) & behind ( ursa , mary ) 
Ron dreams	sem	dream ( ron )
Claire sleeps	sem	sleep ( claire )
Victor by Olivia dreams	sem	 dream ( victor ) & by ( victor , olivia ) 
Ynez by Isla hears Victor	sem	 hear ( ynez , victor ) & by ( ynez , isla ) 
Thomas believes Ursa	sem	believe ( thomas , ursa )
Sarah beside Victor sees herself	sem	 see ( sarah , sarah ) & beside ( sarah , victor ) 
Claire dances	sem	dance ( claire )
Daniel behind Frank meets Grace	sem	 meet ( daniel , grace ) & behind ( daniel , frank ) 
Claire behind Willow hears herself	sem	 hear ( claire , claire ) & behind ( claire , willow ) 
Kate knows Daniel	sem	know ( kate , daniel )
Zack meets Xavier	sem	meet ( zack , xavier )
Bob hears Thomas	sem	hear ( bob , thomas )
Olivia by Kate meets herself	sem	 meet ( olivia , olivia ) & by ( olivia , kate ) 
Quinn behind Kate dances	sem	 dance ( quinn ) & behind ( quinn , kate ) 
Willow near Daniel runs	sem	 run ( willow ) & near ( willow , daniel ) 
Daniel beside Zack meets himself	sem	 meet ( daniel , daniel ) & beside ( daniel , zack ) 
Daniel hears Zack	sem	hear ( daniel , zack )
Bob sings	sem	sing ( bob )
Zack runs	sem	run ( zack )
Zack sleeps	sem	sleep ( zack )
Sarah beside Willow sees herself	sem	 see ( sarah , sarah ) & beside ( sarah , willow ) 
Peter meets himself	sem	meet ( peter , peter )
Henry dances	sem	dance ( henry )
Leo behind Quinn knows himself	sem	 know ( leo , leo ) & behind ( leo , quinn ) 
Daniel believes himself	sem	believe ( daniel , daniel )
John hears himself	sem	hear ( john , john )
Xavier behind Ynez sees Mary	sem	 see ( xavier , mary ) & behind ( xavier , ynez ) 
Daniel by Xavier dances	sem	 dance ( daniel ) & by ( daniel , xavier ) 
Leo dreams	sem	dream ( leo )
Alice behind Henry meets Henry	sem	 meet ( alice , henry ) & behind ( alice , henry ) 
Ned dreams	sem	dream ( ned )
Bob near Isla dreams	sem	 dream ( bob ) & near ( bob , isla ) 
Ron by Alice sings	sem	 sing ( ron ) & by ( ron , alice ) 
Ursa by Ellie believes Bob	sem	 believe ( ursa , bob ) & by ( ursa , ellie ) 
Kate beside Mary sleeps	sem	 sleep ( kate ) & beside ( kate , mary ) 
Isla near Ellie sings	sem	 sing ( isla ) & near ( isla , ellie ) 
Zack believes Mary	sem	believe ( zack , mary )
John near Isla runs	sem	 run ( john ) & near ( john , isla ) 
Peter dances	sem	dance ( peter )
Frank by Ned sings	sem	 sing ( frank ) & by ( frank , ned ) 
John beside Olivia knows Daniel	sem	 know ( john , daniel ) & beside ( john , olivia ) 
Ron near Leo knows himself	sem	 know ( ron , ron ) & near ( ron , leo ) 
Leo knows himself	sem	know ( leo , leo )
Claire beside Ursa knows herself	sem	 know ( claire , claire ) & beside ( claire , ursa ) 
Xavier meets himself	sem	meet ( xavier , xavier )
Henry meets Zack	sem	meet ( henry , zack )
Quinn behind Xavier meets herself	sem	 meet ( quinn , quinn ) & behind ( quinn , xavier ) 
