target	prediction
petunia may not swim	petunia may not swim
a professor may jump	a professor may jump
petunia must not giggle	petunia must not giggle
fred should not swim	fred should not swim
ginny should not laugh	ginny should not laugh
vernon must not swim	vernon must not swim
george must not smile	george must not smile
ron must not wiggle	ron must not wiggle
harry must not walk	harry must not walk
vernon may not jump	vernon may not jump
she may not jump	she may not jump
albus can not hiccup	albus can not hiccup
james may not walk	james may not walk
draco should not swim	draco should not swim
a student must party	a student must party
a student must hiccup	a student must hiccup
hermione must not walk	hermione must not walk
james should not run	james should not run
mcgonagall must not laugh	mcgonagall must not laugh
james can not jump	james can not jump
hagrid must not giggle	hagrid must not giggle
petunia must not giggle	petunia must not giggle
lily may not run	lily may not run
a professor should laugh	a professor should laugh
the wizard should party	the wizard should party
george may not laugh	george may not laugh
the professor should run	the professor should run
sirius should not swim	sirius should not swim
voldemort must not swim	voldemort must not swim
a student may walk	a student may walk
snape can not run	snape can not run
a professor must hiccup	a professor must hiccup
he must not swim	he must not swim
she may not smile	she may not smile
a wizard should party	a wizard should party
albus must not hiccup	albus must not hiccup
a wizard can swim	a wizard can swim
ron must not hiccup	ron must not hiccup
snape should not hiccup	snape should not hiccup
mcgonagall should not wiggle	mcgonagall should not wiggle
harry can not jump	harry can not jump
sirius should not swim	sirius should not swim
hermione must not smile	hermione must not smile
fred can not party	fred can not party
lupin should not wiggle	lupin should not wiggle
a witch must swim	a witch must swim
ron should not smile	ron should not smile
the witch can jump	the witch can jump
hagrid must not giggle	hagrid must not giggle
he should not run	he should not run
the witch should laugh	the witch should laugh
james may not swim	james may not swim
ginny should not walk	ginny should not walk
ginny must not walk	ginny must not walk
voldemort should not hiccup	voldemort should not hiccup
george may not run	george may not run
ginny can not laugh	ginny can not laugh
mcgonagall must not giggle	mcgonagall must not giggle
he may not laugh	he may not laugh
ron may not walk	ron may not walk
albus should not jump	albus should not jump
petunia must not party	petunia must not party
harry must not giggle	harry must not giggle
he may not swim	he may not swim
dobby can not walk	dobby can not walk
she should not smile	she should not smile
neville can not wiggle	neville can not wiggle
neville should not party	neville should not party
albus may not walk	albus may not walk
ginny must not swim	ginny must not swim
a student can walk	a student can walk
hagrid can not laugh	hagrid can not laugh
a witch should run	a witch should run
he can not wiggle	he can not wiggle
hagrid must not laugh	hagrid must not laugh
a wizard should smile	a wizard should smile
fred should not jump	fred should not jump
he must not walk	he must not walk
a student should giggle	a student should giggle
the student must walk	the student must walk
voldemort must not laugh	voldemort must not laugh
dobby should not run	dobby should not run
neville can not smile	neville can not smile
fred may not walk	fred may not walk
she must not swim	she must not swim
james should not giggle	james should not giggle
lily may not laugh	lily may not laugh
he should not run	he should not run
a professor must hiccup	a professor must hiccup
a witch must swim	a witch must swim
voldemort should not walk	voldemort should not walk
the wizard may run	the wizard may run
hagrid can not hiccup	hagrid can not hiccup
vernon must not hiccup	vernon must not hiccup
lily must not wiggle	lily must not wiggle
she can not jump	she can not jump
harry should not swim	harry should not swim
mcgonagall should not smile	mcgonagall should not smile
ginny must not walk	ginny must not walk
the wizard should jump	the wizard should jump
the witch can laugh	the witch can laugh
a professor may walk	a professor may walk
the wizard should wiggle	the wizard should wiggle
snape must not laugh	snape must not laugh
he can not run	he can not run
the witch must swim	the witch must swim
james must not hiccup	james must not hiccup
the student must walk	the student must walk
snape must not hiccup	snape must not hiccup
a professor must laugh	a professor must laugh
the witch can laugh	the witch can laugh
james may not walk	james may not walk
lupin can not jump	lupin can not jump
vernon should not smile	vernon should not smile
hagrid may not smile	hagrid may not smile
petunia should not run	petunia should not run
ron should not hiccup	ron should not hiccup
hagrid should not smile	hagrid should not smile
the student must smile	the student must smile
mcgonagall must not laugh	mcgonagall must not laugh
fred must not walk	fred must not walk
draco may not party	draco may not party
dobby may not walk	dobby may not walk
george may not giggle	george may not giggle
george should not smile	george should not smile
lily may not swim	lily may not swim
dobby should not jump	dobby should not jump
mcgonagall may not wiggle	mcgonagall may not wiggle
albus can not swim	albus can not swim
petunia can not jump	petunia can not jump
harry should not laugh	harry should not laugh
lupin may not laugh	lupin may not laugh
a wizard should hiccup	a wizard should hiccup
vernon must not laugh	vernon must not laugh
lily may not swim	lily may not swim
a student must run	a student must run
dobby should not wiggle	dobby should not wiggle
the student can hiccup	the student can hiccup
the witch may smile	the witch may smile
james must not party	james must not party
ron may not hiccup	ron may not hiccup
lily should not walk	lily should not walk
ron must not run	ron must not run
the wizard should run	the wizard should run
a wizard can party	a wizard can party
sirius should not run	sirius should not run
james can not swim	james can not swim
mcgonagall may not walk	mcgonagall may not walk
he must not giggle	he must not giggle
a professor may walk	a professor may walk
dobby can not smile	dobby can not smile
the student may swim	the student may swim
dobby may not smile	dobby may not smile
draco should not run	draco should not run
neville should not hiccup	neville should not hiccup
dobby can not hiccup	dobby can not hiccup
vernon may not wiggle	vernon may not wiggle
fred should not wiggle	fred should not wiggle
dobby must not walk	dobby must not walk
draco should not laugh	draco should not laugh
george must not party	george must not party
sirius should not hiccup	sirius should not hiccup
vernon should not hiccup	vernon should not hiccup
albus should not swim	albus should not swim
the witch can smile	the witch can smile
james should not wiggle	james should not wiggle
petunia should not jump	petunia should not jump
the wizard should swim	the wizard should swim
ginny may not hiccup	ginny may not hiccup
draco can not laugh	draco can not laugh
sirius must not smile	sirius must not smile
draco should not giggle	draco should not giggle
mcgonagall may not jump	mcgonagall may not jump
a professor should party	a professor should party
the professor must party	the professor must party
she may not smile	she may not smile
neville should not wiggle	neville should not wiggle
lupin must not giggle	lupin must not giggle
george may not laugh	george may not laugh
the professor may hiccup	the professor may hiccup
