source,target
Lily can gobble the eclaires that Hermione should gobble neg,Lily can not gobble the eclaires that Hermione should gobble
Fred should eat the doughnuts that McGonagall must make neg,Fred should not eat the doughnuts that McGonagall must make
the witch must giggle neg,the witch must not giggle
Sirius must hide the baklava since Sirius must smile neg,Sirius must not hide the baklava since Sirius must smile
the wizard should chew the eclaires that she must make neg,the wizard should not chew the eclaires that she must make
Voldemort should sprinkle the eclaire that Albus can prepare neg,Voldemort should not sprinkle the eclaire that Albus can prepare
Harry should assemble many baklava neg,Harry should not assemble many baklava
the student must arrange the chocolates which Hagrid can gobble neg,the student must not arrange the chocolates which Hagrid can gobble
Ginny should prepare a croissant that the wizard should create neg,Ginny should not prepare a croissant that the wizard should create
George must arrange the souffles neg,George must not arrange the souffles
Sirius can prepare the doughnut that Snape may eat neg,Sirius can not prepare the doughnut that Snape may eat
Voldemort can create the strudel neg,Voldemort can not create the strudel
since Lupin should wiggle Voldemort must arrange the cake neg,since Lupin should wiggle Voldemort must not arrange the cake
because McGonagall must assemble a souffle which Hagrid can assemble Lily can swim neg,because McGonagall must assemble a souffle which Hagrid can assemble Lily can not swim
James must laugh neg,James must not laugh
Vernon should sprinkle a cake neg,Vernon should not sprinkle a cake
McGonagall may create the croissants neg,McGonagall may not create the croissants
Harry must chew the strudels because Ron must eat a strudel that Ginny can hide neg,Harry must not chew the strudels because Ron must eat a strudel that Ginny can hide
since Fred must run Petunia should arrange the baklava that George should gobble neg,since Fred must run Petunia should not arrange the baklava that George should gobble
Ginny may arrange the eclaires which Hermione can gobble neg,Ginny may not arrange the eclaires which Hermione can gobble
Lupin must assemble many baklava neg,Lupin must not assemble many baklava
Ron can swim neg,Ron can not swim
Fred may hide many chocolates neg,Fred may not hide many chocolates
Lily must hide a strudel neg,Lily must not hide a strudel
because the professor may wiggle Hermione should create the strudel neg,because the professor may wiggle Hermione should not create the strudel
he may chew a doughnut neg,he may not chew a doughnut
George should create many eclaires because a wizard may swim neg,George should not create many eclaires because a wizard may swim
because Sirius may assemble a croissant Fred must gobble many croissants which Dobby should arrange neg,because Sirius may assemble a croissant Fred must not gobble many croissants which Dobby should arrange
Ginny can sprinkle a souffle that a witch can hide neg,Ginny can not sprinkle a souffle that a witch can hide
Ginny must create a strudel neg,Ginny must not create a strudel
George must chew the croissants that the witch may make neg,George must not chew the croissants that the witch may make
Dobby should arrange the doughnuts which the wizard can assemble neg,Dobby should not arrange the doughnuts which the wizard can assemble
since McGonagall should gobble a cookie Harry must prepare the strudel neg,since McGonagall should gobble a cookie Harry must not prepare the strudel
Harry must giggle neg,Harry must not giggle
she should hide the souffles that a professor can arrange neg,she should not hide the souffles that a professor can arrange
he can wiggle neg,he can not wiggle
Harry must assemble the chocolates which Neville must eat neg,Harry must not assemble the chocolates which Neville must eat
the witch may hide a pancake neg,the witch may not hide a pancake
Hermione should eat the strudels neg,Hermione should not eat the strudels
a witch may assemble the doughnuts that Fred should sprinkle neg,a witch may not assemble the doughnuts that Fred should sprinkle
Fred can eat the strudel that a witch must hide because Neville must wiggle neg,Fred can not eat the strudel that a witch must hide because Neville must wiggle
since a student must chew the chocolate James should gobble the strudel neg,since a student must chew the chocolate James should not gobble the strudel
Albus must create the cookie which Draco must make neg,Albus must not create the cookie which Draco must make
Hermione should hide the souffles because Albus may arrange the chocolate neg,Hermione should not hide the souffles because Albus may arrange the chocolate
McGonagall may prepare the pancake that Snape should make neg,McGonagall may not prepare the pancake that Snape should make
Sirius should gobble the croissants neg,Sirius should not gobble the croissants
McGonagall may eat the chocolate neg,McGonagall may not eat the chocolate
a wizard may create the doughnut which Petunia should sprinkle neg,a wizard may not create the doughnut which Petunia should sprinkle
Harry may prepare the baklava neg,Harry may not prepare the baklava
a witch must arrange a croissant neg,a witch must not arrange a croissant
Lupin must prepare a cookie neg,Lupin must not prepare a cookie
Ginny should assemble a souffle which Albus must eat since a student must prepare the pancakes neg,Ginny should not assemble a souffle which Albus must eat since a student must prepare the pancakes
